Date,Elevation (feet),,,,,,,,,
01-Jul-2012,3628.45, , , , , , , , , 
01-Aug-2012,3623.62, , , , , , , , , 
01-Sep-2012,3621.56, , , , , , , , , 
01-Oct-2012,3619.46, , , , , , , , , 
01-Nov-2012,3615.1, , , , , , , , , 
01-Dec-2012,3609.82, , , , , , , , , 
01-Jan-2013,3604.42, , , , , , , , , 
01-Feb-2013,3601.47, , , , , , , , , 
01-Mar-2013,3598.96, , , , , , , , , 
01-Apr-2013,3596.53, , , , , , , , , 
01-May-2013,3599.44, , , , , , , , , 
01-Jun-2013,3600.07, , , , , , , , , 
01-Jul-2013,3594.17, , , , , , , , , 
01-Aug-2013,3589.64, , , , , , , , , 
01-Sep-2013,3591.25, , , , , , , , , 
01-Oct-2013,3590.88, , , , , , , , , 
01-Nov-2013,3587.9, , , , , , , , , 
01-Dec-2013,3584.43, , , , , , , , , 
01-Jan-2014,3578.69, , , , , , , , , 
01-Feb-2014,3575.55, , , , , , , , , 
01-Mar-2014,3574.76, , , , , , , , , 
01-Apr-2014,3577.56, , , , , , , , , 
01-May-2014,3589.38, , , , , , , , , 
01-Jun-2014,3609.19, , , , , , , , , 
01-Jul-2014,3608.05, , , , , , , , , 
01-Aug-2014,3605.82, , , , , , , , , 
01-Sep-2014,3605.53, , , , , , , , , 
01-Oct-2014,3605.57, , , , , , , , , 
01-Nov-2014,3601.87, , , , , , , , , 
01-Dec-2014,3597.75, , , , , , , , , 
01-Jan-2015,3593.57, , , , , , , , , 
01-Feb-2015,3592.23, , , , , , , , , 
01-Mar-2015,3591.02, , , , , , , , , 
01-Apr-2015,3590.18, , , , , , , , , 
01-May-2015,3597.27, , , , , , , , , 
01-Jun-2015,3613.54, , , , , , , , , 
01-Jul-2015,3612.62, , , , , , , , , 
01-Aug-2015,3609.07, , , , , , , , , 
01-Sep-2015,3606.01, , , , , , , , , 
01-Oct-2015,3606.44, , , , , , , , , 
01-Nov-2015,3605.47, , , , , , , , , 
01-Dec-2015,3600.8, , , , , , , , , 
01-Jan-2016,3596.58, , , , , , , , , 
01-Feb-2016,3594.41, , , , , , , , , 
01-Mar-2016,3592.18, , , , , , , , , 
01-Apr-2016,3592.12, , , , , , , , , 
01-May-2016,3603.87, , , , , , , , , 
01-Jun-2016,3620.01, , , , , , , , , 
01-Jul-2016,3618.22, , , , , , , , , 
01-Aug-2016,3613.55, , , , , , , , , 
01-Sep-2016,3610.93, , , , , , , , , 
01-Oct-2016,3609.48, , , , , , , , , 
01-Nov-2016,3605.81, , , , , , , , , 
01-Dec-2016,3600.49, , , , , , , , , 
01-Jan-2017,3595.86, , , , , , , , , 
01-Feb-2017,3594.33, , , , , , , , , 
01-Mar-2017,3595.91, , , , , , , , , 
01-Apr-2017,3604.14, , , , , , , , , 
01-May-2017,3619.09, , , , , , , , , 
01-Jun-2017,3634.89, , , , , , , , , 
01-Jul-2017,3634.69, , , , , , , , , 
01-Aug-2017,3630.88, , , , , , , , , 
01-Sep-2017,3628.31, , , , , , , , , 
01-Oct-2017,3627.09, , , , , , , , , 
01-Nov-2017,3625.29, , , , , , , , , 
01-Dec-2017,3622.85, , , , , , , , , 
01-Jan-2018,3619.14, , , , , , , , , 
01-Feb-2018,3616.02, , , , , , , , , 
01-Mar-2018,3612.23, , , , , , , , , 
01-Apr-2018,3609.39, , , , , , , , , 
01-May-2018,3611.54, , , , , , , , , 
01-Jun-2018,3609.98, , , , , , , , , 
01-Jul-2018,3603.8, , , , , , , , , 
01-Aug-2018,3597.12, , , , , , , , , 
01-Sep-2018,3592.28, , , , , , , , , 
01-Oct-2018,3590.46, , , , , , , , , 
01-Nov-2018,3586.5, , , , , , , , , 
01-Dec-2018,3581.85, , , , , , , , , 
01-Jan-2019,3576.34, , , , , , , , , 
01-Feb-2019,3571.89, , , , , , , , , 
01-Mar-2019,3569.28, , , , , , , , , 
01-Apr-2019,3571.12, , , , , , , , , 
01-May-2019,3584.65, , , , , , , , , 
01-Jun-2019,3611.82, , , , , , , , , 
01-Jul-2019,3621.6, , , , , , , , , 
01-Aug-2019,3618.55, , , , , , , , , 
01-Sep-2019,3615.36, , , , , , , , , 
01-Oct-2019,3612.99, , , , , , , , , 
01-Nov-2019,3611.23, , , , , , , , , 
01-Dec-2019,3608.74, , , , , , , , , 
01-Jan-2020,3605.48, , , , , , , , , 
01-Feb-2020,3602.72, , , , , , , , , 
01-Mar-2020,3600.71, , , , , , , , , 
01-Apr-2020,3599.32, , , , , , , , , 
01-May-2020,3605.05, , , , , , , , , 
01-Jun-2020,3610.62, , , , , , , , , 
01-Jul-2020,3606.25, , , , , , , , , 
01-Aug-2020,3599.72, , , , , , , , , 
01-Sep-2020,3595.98, , , , , , , , , 
01-Oct-2020,3591.72, , , , , , , , , 
01-Nov-2020,3587.72, , , , , , , , , 
01-Dec-2020,3582.21, , , , , , , , , 
01-Jan-2021,3576.45, , , , , , , , , 
01-Feb-2021,3571.46, , , , , , , , , 
01-Mar-2021,3566.71, , , , , , , , , 
01-Apr-2021,3562.37, , , , , , , , , 
01-May-2021,3560.57, , , , , , , , , 
01-Jun-2021,3560.06, , , , , , , , , 
01-Jul-2021,3553.88, , , , , , , , , 
01-Aug-2021,3548.96, , , , , , , , , 
01-Sep-2021,3545.36, , , , , , , , , 
01-Oct-2021,3544.25, , , , , , , , , 
01-Nov-2021,3541.84, , , , , , , , , 
01-Dec-2021,3537.33, , , , , , , , , 
01-Jan-2022,3531.52, , , , , , , , , 
01-Feb-2022,3526.97, , , , , , , , , 
01-Mar-2022,3523.13, , , , , , , , , 
01-Apr-2022,3522.77, , , , , , , , , 
01-May-2022,3531.69, , , , , , , , , 
01-Jun-2022,3539.81, , , , , , , , , 
